City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Roald,NO,62.5833,6.1333,63.52,82,0,3.44,clear sky
347,Lompoc,US,34.6391,-120.4579,92.79,63,0,1.14,clear sky
348,Port Lincoln,AU,-34.7333,135.8667,55.13,68,95,8.86,overcast clouds
349,Korla,CN,41.7597,86.1469,81.77,17,1,1.32,clear sky
350,Yankton,US,42.8711,-97.3973,61.05,82,100,12.66,overcast clouds
351,Kholtoson,RU,50.2981,103.3097,47.73,94,50,4.65,scattered clouds
352,Tommot,RU,58.9564,126.2925,45.14,86,92,10.16,overcast clouds
353,Bereda,ES,43.2686,-7.5406,80.15,51,62,5.41,broken clouds
354,Kavaratti,IN,10.5669,72.642,79.95,85,42,19.64,scattered clouds
355,Tamsalu,EE,59.1586,26.1153,45.93,69,7,5.7,clear sky
356,Maniitsoq,GL,65.4167,-52.9,44.49,80,95,3.8,overcast clouds
357,Saint-Ambroise,CA,48.5501,-71.3324,73.22,50,62,1.54,broken clouds
358,Concarneau,FR,47.875,-3.9225,65.19,79,25,14.97,scattered clouds
359,Mustafakemalpasa,TR,40.0353,28.4117,70.36,51,0,2.98,clear sky
360,Hovd,MN,48.0056,91.6419,58.19,50,36,4.36,scattered clouds
361,Vila Franca Do Campo,PT,37.7167,-25.4333,80.2,92,99,17.11,light rain
362,Dera Ghazi Khan,PK,30.0561,70.6348,93.22,34,0,6.4,clear sky
363,Airai,TL,-8.9266,125.4092,57.83,67,4,1.52,clear sky
364,Nortelandia,BR,-14.4547,-56.8028,103.86,17,5,6.04,clear sky
365,Ouadda,CF,8.0777,22.4007,69.66,96,83,2.75,moderate rain
366,Charcas,MX,23.1333,-101.1167,70.0,46,84,1.97,broken clouds
367,Fomboni,KM,-12.28,43.7425,76.69,73,9,4.25,clear sky
368,Sinnamary,GF,5.3833,-52.95,86.16,61,25,13.33,scattered clouds
369,Ranong,TH,9.9658,98.6348,78.48,87,63,5.01,broken clouds
370,Virovitica,HR,45.8319,17.3839,69.39,81,75,3.69,light rain
371,Natagaima,CO,3.6206,-75.0941,92.44,41,7,1.43,clear sky
372,Mehriz,IR,31.5917,54.4318,88.3,13,0,3.78,clear sky
373,Port Moresby,PG,-9.4431,147.1797,75.65,92,42,5.5,scattered clouds
374,Sao Filipe,CV,14.8961,-24.4956,79.86,81,14,7.43,few clouds
375,Cabo San Lucas,MX,22.8909,-109.9124,88.05,80,97,3.0,overcast clouds
376,Vardo,NO,70.3705,31.1107,48.18,87,75,4.61,light rain
377,Mojo,ET,8.6,39.1167,63.95,79,94,3.94,light rain
378,Acandi,CO,8.5063,-77.2778,83.62,79,61,3.04,broken clouds
379,Pusztaszabolcs,HU,47.1372,18.767,77.38,34,43,1.34,scattered clouds
380,Mount Gambier,AU,-37.8333,140.7667,50.72,86,93,10.94,overcast clouds
381,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,54.19,100,75,4.47,light intensity shower rain
382,Takanabe,JP,32.1333,131.5,73.71,86,49,4.45,scattered clouds
383,Novo Aripuana,BR,-5.1206,-60.3797,86.83,55,79,5.39,broken clouds
384,Lexington,US,37.9887,-84.4777,83.95,61,0,5.75,clear sky
385,Kropotkin,RU,45.4375,40.5756,64.71,41,39,6.98,scattered clouds
386,Kaka,TM,37.3482,59.6143,82.15,22,0,1.77,clear sky
387,Sembakung,ID,3.8167,117.25,72.81,98,100,1.43,overcast clouds
388,Buchanan,LR,5.8808,-10.0467,80.44,70,31,10.38,scattered clouds
389,Katsuura,JP,35.1333,140.3,75.96,86,99,16.02,overcast clouds
390,Vila,PT,42.0304,-8.1588,72.7,53,44,5.73,scattered clouds
391,Belaya Gora,RU,68.5333,146.4167,41.07,90,100,5.3,overcast clouds
392,Horadiz,AZ,39.4488,47.3353,72.37,54,0,4.36,clear sky
393,Esperance,AU,-33.8667,121.9,53.87,79,97,8.75,overcast clouds
394,Barkhan,PK,29.8977,69.5256,82.24,53,51,2.06,broken clouds
395,Burdur,TR,37.7203,30.2908,75.9,20,0,9.22,clear sky
396,Balikpapan,ID,-1.2675,116.8289,76.19,100,20,3.44,few clouds
397,Pyay,MM,18.8167,95.2167,75.6,96,92,5.97,heavy intensity rain
398,Pitimbu,BR,-7.4706,-34.8086,82.99,59,39,11.01,scattered clouds
399,Oulainen,FI,64.2667,24.8,48.81,78,93,4.56,overcast clouds
400,Muros,ES,42.7762,-9.0603,79.68,62,52,5.28,broken clouds
401,Alofi,NU,-19.0595,-169.9187,71.49,94,11,10.36,few clouds
402,Yulara,AU,-25.2406,130.9889,61.03,35,99,7.09,overcast clouds
403,Ramshir,IR,30.8946,49.4092,100.26,41,0,8.79,clear sky
404,Tazovskiy,RU,67.4667,78.7,36.23,93,98,7.96,overcast clouds
405,Nalut,LY,30.3333,10.85,96.69,16,0,11.77,clear sky
406,Nianzishan,CN,47.5167,122.8833,63.43,66,0,8.77,clear sky
407,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.47,66,38,9.1,scattered clouds
408,Dalbandin,PK,28.8947,64.4101,91.81,13,0,4.27,clear sky
409,Imeni Poliny Osipenko,RU,52.4201,136.4853,48.56,79,42,6.49,scattered clouds
410,Coahuayana,MX,18.7333,-103.6833,82.76,85,99,2.57,overcast clouds
411,Deniliquin,AU,-35.5333,144.9667,46.99,99,32,8.52,scattered clouds
412,Mora,CM,11.0461,14.1401,73.65,89,100,8.7,moderate rain
413,Edson,CA,53.5835,-116.4356,50.14,76,0,8.05,clear sky
414,Tadine,NC,-21.55,167.8833,71.08,90,100,8.05,overcast clouds
415,Sobolevo,RU,54.4299,31.8996,45.7,61,5,5.93,clear sky
416,Soure,BR,-0.7167,-48.5233,84.92,65,1,13.6,clear sky
417,Mazagao,BR,-0.115,-51.2894,95.05,48,93,6.8,overcast clouds
418,Cayenne,GF,4.9333,-52.3333,87.84,62,75,13.8,broken clouds
419,Sawakin,SD,19.1059,37.3321,91.36,48,5,7.92,clear sky
420,Farah,AF,32.5,62.5,85.71,12,0,1.86,clear sky
421,Ancud,CL,-41.8697,-73.8203,51.22,85,87,5.28,light rain
422,San Vicente,AR,-26.6167,-54.1333,84.61,39,40,8.63,scattered clouds
423,Mecca,SA,21.4267,39.8261,93.38,31,6,2.15,clear sky
424,Rayong,TH,12.8333,101.4333,84.79,99,92,2.1,overcast clouds
425,Bongandanga,CD,1.5,21.05,73.94,80,53,0.31,broken clouds
426,Nouadhibou,MR,20.931,-17.0347,80.58,65,42,13.8,scattered clouds
427,Tamiahua,MX,21.2667,-97.45,82.0,70,100,0.78,overcast clouds
428,La Tuque,CA,47.4334,-72.7824,73.65,56,59,5.75,broken clouds
429,Padang,ID,-0.9492,100.3543,77.13,83,100,3.98,overcast clouds
430,Fortuna,US,40.5982,-124.1573,64.98,89,0,3.44,clear sky
431,Mackenzie,CA,55.2999,-123.1698,43.02,100,100,8.05,overcast clouds
432,Yarada,IN,17.65,83.2667,80.92,94,75,6.91,thunderstorm
433,Tatarsk,RU,55.219,75.9828,52.27,48,99,5.64,overcast clouds
434,Puebla,MX,18.8333,-98.0,69.01,61,88,4.41,overcast clouds
435,Barranco,PA,9.5167,-82.7,86.92,60,100,4.16,overcast clouds
436,Abha,SA,18.2164,42.5053,77.25,13,40,13.8,scattered clouds
437,Rio Hato,PA,8.3833,-80.1667,85.14,70,40,8.05,scattered clouds
438,Wisconsin Rapids,US,44.3836,-89.8174,79.29,65,0,9.22,clear sky
439,Sahuaripa,MX,29.05,-109.2333,81.01,69,99,2.33,overcast clouds
440,Nome,US,64.5011,-165.4064,48.27,81,100,8.05,overcast clouds
441,Giarre,IT,37.7269,15.1877,94.32,58,31,0.92,scattered clouds
442,Pangnirtung,CA,66.1451,-65.7125,53.6,76,75,6.91,broken clouds
443,Olga,RU,43.7444,135.2892,52.81,76,0,5.44,clear sky
444,Rio Pardo De Minas,BR,-15.6097,-42.5397,87.01,21,0,7.45,clear sky
445,Entrerrios,CO,6.5654,-75.5169,70.29,62,96,3.78,overcast clouds
446,Orange Cove,US,36.6244,-119.3137,101.61,16,0,6.91,clear sky
447,Najran,SA,17.4924,44.1277,90.25,16,29,7.29,scattered clouds
448,Ferreiras,PT,37.1293,-8.2376,83.28,58,30,11.34,scattered clouds
449,Ende,ID,-8.8432,121.6623,75.76,88,26,2.44,scattered clouds
450,Usogorsk,RU,63.4106,48.6872,44.15,97,100,6.55,light rain
451,Impfondo,CG,1.6381,18.0667,78.46,73,94,3.18,overcast clouds
452,Hokitika,NZ,-42.7167,170.9667,43.56,82,3,4.0,clear sky
453,Dicabisagan,PH,17.0818,122.4157,78.62,88,100,4.43,overcast clouds
454,Safranbolu,TR,41.2508,32.6942,65.08,64,0,3.09,clear sky
455,Scarborough,GB,54.2797,-0.4044,67.57,83,22,4.0,few clouds
456,Russell,US,32.3502,-85.1999,79.88,83,75,10.36,broken clouds
457,Faanui,PF,-16.4833,-151.75,78.35,75,3,21.34,clear sky
458,Waipawa,NZ,-41.4122,175.5153,46.69,93,99,5.44,overcast clouds
459,Sioux Lookout,CA,50.1001,-91.917,60.87,72,75,3.44,broken clouds
460,Shiliguri,IN,26.7,88.4333,79.7,82,68,4.88,broken clouds
461,Orlik,RU,52.5178,99.825,45.09,87,84,4.03,broken clouds
462,Nioaque,BR,-21.1353,-55.83,100.27,21,9,10.49,clear sky
463,Olmos,PE,-5.9847,-79.7453,77.9,50,97,5.17,overcast clouds
464,Komsomolskiy,UZ,40.4272,71.7189,75.92,53,1,6.91,clear sky
465,Ocampo,MX,21.65,-101.5,66.96,57,96,2.91,overcast clouds
466,Terrasini,IT,38.146,13.0844,85.6,81,0,8.05,clear sky
467,Santiago De Cao,PE,-7.9589,-79.2392,62.73,82,75,12.66,fog
468,Madoc,CA,44.5084,-77.4745,80.31,50,0,5.64,clear sky
469,Yinchuan,CN,38.4681,106.2731,64.69,56,6,0.92,clear sky
470,Jijiga,ET,9.35,42.8,65.32,83,100,3.53,light rain
471,Asuncion,PY,-25.3007,-57.6359,72.84,53,0,17.27,clear sky
472,Ariquemes,BR,-9.9133,-63.0408,104.02,25,27,3.06,scattered clouds
473,Gawler,AU,-34.6,138.7333,53.51,97,90,5.01,overcast clouds
474,Bainbridge,US,47.6262,-122.5212,67.15,68,0,14.0,clear sky
475,Guerrero Negro,MX,27.9769,-114.0611,76.12,78,100,9.98,overcast clouds
476,Mingshui,CN,36.7167,117.5,71.8,56,100,2.39,overcast clouds
477,Marondera,ZW,-18.1853,31.5519,59.05,28,0,6.22,clear sky
478,Forbes,AU,-33.3833,148.0167,54.91,97,95,9.53,overcast clouds
479,Port Augusta,AU,-32.5,137.7667,48.83,91,12,4.29,few clouds
480,Tiarei,PF,-17.5333,-149.3333,73.42,73,21,26.69,few clouds
481,Ginir,ET,7.1333,40.7,65.59,63,89,2.57,overcast clouds
482,Elizabeth City,US,36.2946,-76.2511,82.42,66,38,13.44,scattered clouds
483,Along,IN,28.1667,94.7667,73.44,83,99,1.16,light rain
484,Vila Velha,BR,-20.3297,-40.2925,82.35,66,0,19.57,clear sky
485,Maraa,BR,-1.8333,-65.3667,86.36,63,78,1.61,broken clouds
486,Chimbote,PE,-9.0853,-78.5783,67.1,69,36,10.56,scattered clouds
487,Rodrigues Alves,BR,-7.738,-72.6509,89.8,29,13,3.91,few clouds
488,Naze,JP,28.3667,129.4833,79.72,79,81,4.36,broken clouds
489,Hami,CN,42.8,93.45,83.1,12,0,11.56,clear sky
490,Thouars,FR,46.976,-0.2151,71.2,57,74,15.79,broken clouds
491,Jalapa,MX,19.5333,-96.9167,73.35,56,100,4.0,overcast clouds
492,Tatvan,TR,38.5067,42.2817,64.45,21,0,6.85,clear sky
493,Kuryk,KZ,43.2,51.65,70.83,56,0,16.4,clear sky
494,Mackay,AU,-21.15,149.2,68.68,92,1,5.99,clear sky
495,Morros,BR,-9.4467,-46.3003,96.55,18,28,5.5,scattered clouds
496,Yerbogachen,RU,61.2767,108.0108,35.24,80,18,8.48,few clouds
497,Thanh Hoa,VN,19.8,105.7667,73.92,97,98,3.65,overcast clouds
498,San Jose De Guanipa,VE,8.8872,-64.1651,88.56,50,57,9.95,broken clouds
499,Los Llanos De Aridane,ES,28.6585,-17.9182,76.75,81,20,13.8,few clouds
500,Salalah,OM,17.0151,54.0924,77.18,79,93,3.6,overcast clouds
501,Puerto Colombia,CO,10.9878,-74.9547,87.89,73,68,5.08,broken clouds
502,Yar-Sale,RU,66.8333,70.8333,40.91,72,99,6.71,overcast clouds
503,Kampene,CD,-3.6,26.6667,81.68,41,82,2.19,broken clouds
504,Montbrison,FR,45.6667,4.0833,71.94,55,65,11.05,light rain
505,Tabuleiro Do Norte,BR,-5.2467,-38.1306,96.87,23,20,8.21,few clouds
506,Christchurch,NZ,-43.5333,172.6333,49.91,93,100,5.75,overcast clouds
507,Rocha,UY,-34.4833,-54.3333,50.38,66,100,18.86,overcast clouds
508,Talaya,RU,61.3833,152.75,44.96,93,100,3.78,light rain
509,Umm Kaddadah,SD,13.6017,26.6876,94.59,31,85,8.01,overcast clouds
510,Nadbai,IN,27.2333,77.2,89.26,50,76,6.11,broken clouds
511,Matara,LK,5.9485,80.5353,77.52,88,98,8.84,overcast clouds
512,Bambanglipuro,ID,-7.95,110.2833,74.95,93,100,2.35,overcast clouds
513,Hervey Bay,AU,-25.2986,152.8535,64.0,90,59,8.08,broken clouds
514,Darab,IR,28.7519,54.5444,89.76,17,0,3.83,clear sky
515,Coxim,BR,-18.5067,-54.76,102.22,15,34,12.1,scattered clouds
516,Verkhnevilyuysk,RU,63.4453,120.3167,39.36,84,100,14.25,overcast clouds
517,Hohhot,CN,40.8106,111.6522,61.09,59,0,4.47,clear sky
518,Jinka,ET,5.65,36.65,72.28,55,97,1.43,overcast clouds
519,Baykit,RU,61.67,96.37,42.26,94,100,6.76,light rain
520,Waw,SS,7.7029,27.9953,74.66,92,65,1.3,light rain
521,Camalu,MX,30.85,-116.0667,73.76,82,100,28.36,overcast clouds
522,Abhar,IR,36.1468,49.218,64.44,59,8,6.93,clear sky
523,Dossor,KZ,47.5272,52.9811,59.81,68,78,9.42,broken clouds
524,Dwarka,IN,22.2394,68.9678,82.31,84,97,8.68,overcast clouds
525,Porto Novo,BJ,6.4965,2.6036,80.42,73,82,10.33,broken clouds
526,Hobyo,SO,5.3505,48.5268,76.39,85,99,24.79,overcast clouds
527,Saint-Paul,RE,-21.0096,55.2707,70.36,74,26,1.63,scattered clouds
528,Yershichi,RU,53.6725,32.7542,45.59,58,4,4.07,clear sky
529,Zhaotong,CN,27.3167,103.7167,57.6,97,100,6.93,overcast clouds
530,Yanaul,RU,56.2719,54.9309,46.38,78,88,8.43,overcast clouds
531,Puerto Del Rosario,ES,28.5004,-13.8627,78.55,73,20,20.71,few clouds
532,Lokosovo,RU,61.1333,74.8167,42.87,82,100,1.1,overcast clouds
533,Asau,RO,46.4333,26.4,63.52,81,94,0.89,overcast clouds
534,Liberal,US,37.0431,-100.921,81.64,41,0,11.5,clear sky
535,Keratea,GR,37.8073,23.9769,82.58,47,0,8.05,clear sky
536,Mulanje,MW,-16.0316,35.5,71.51,41,45,4.0,scattered clouds
537,Mersing,MY,2.4312,103.8405,76.91,88,40,5.75,light rain
538,Algiers,DZ,36.7525,3.042,84.02,48,0,5.75,clear sky
539,Tagbac,PH,7.089,125.1567,71.29,95,94,0.98,overcast clouds
540,Banda Aceh,ID,5.5577,95.3222,78.44,80,71,9.44,broken clouds
541,Meulaboh,ID,4.1363,96.1285,76.14,84,46,3.96,scattered clouds
542,Prescott,US,34.54,-112.4685,75.67,55,100,3.0,overcast clouds
543,Mount Isa,AU,-20.7333,139.5,65.97,34,1,8.05,clear sky
544,Athens,GR,37.9795,23.7162,84.27,53,0,7.0,clear sky
545,Boyolangu,ID,-8.1181,111.8935,74.61,89,96,2.46,overcast clouds
546,Jibuti,DJ,11.5,42.5,91.2,35,70,3.49,broken clouds
547,Kurilsk,RU,45.2333,147.8833,58.26,93,1,6.69,clear sky
548,College,US,64.8569,-147.8028,50.58,92,100,1.01,overcast clouds
549,Tocopilla,CL,-22.092,-70.1979,64.74,66,9,10.51,clear sky
550,Coro,VE,11.4045,-69.6734,90.0,58,91,13.65,overcast clouds
551,Kaeo,NZ,-35.1,173.7833,43.32,93,10,4.41,clear sky
552,Pisco,PE,-13.7,-76.2167,64.45,68,0,10.36,clear sky
553,Milazzo,IT,38.2212,15.2383,86.58,81,10,5.01,clear sky
554,Lujan,AR,-34.5703,-59.105,55.11,53,14,8.99,few clouds
555,Homer,US,59.6425,-151.5483,49.8,74,74,15.99,broken clouds
556,Kilinochchi,LK,9.3961,80.3982,79.84,79,69,14.88,broken clouds
557,Bam,IR,29.106,58.357,87.66,9,0,7.54,clear sky
558,Samarai,PG,-10.6167,150.6667,80.1,83,50,9.19,scattered clouds
559,Lasa,IT,46.6166,10.7002,59.36,92,99,3.44,overcast clouds
560,Basarabeasca,MD,46.3311,28.9728,72.27,50,91,14.94,overcast clouds
561,Beringovskiy,RU,63.05,179.3167,43.63,77,3,4.07,clear sky
562,Port Hedland,AU,-20.3167,118.5667,68.05,73,38,11.5,scattered clouds
563,Miraflores,MX,19.2167,-98.8083,73.98,51,93,3.74,overcast clouds
564,Tateyama,JP,34.9833,139.8667,76.1,86,99,12.19,overcast clouds
565,Polyarnyye Zori,RU,67.3661,32.4981,45.86,71,100,6.62,light rain
566,Sarangani,PH,5.4033,125.4636,82.56,72,94,0.54,overcast clouds
567,Matane,CA,48.8286,-67.522,63.12,76,2,4.32,clear sky
568,Kirpilskaya,RU,45.377,39.6931,64.33,44,29,6.44,scattered clouds
569,Ligayan,PH,4.6533,119.4706,83.03,73,100,4.79,overcast clouds
570,Turkan,AZ,40.3639,50.215,69.98,78,20,13.8,few clouds
571,Izhma,RU,65.0083,53.9113,42.91,98,100,3.8,light rain
572,Mogadishu,SO,2.0371,45.3438,76.51,80,100,16.53,overcast clouds
573,Kawalu,ID,-7.3817,108.2082,70.83,96,100,1.5,light rain
574,Tolaga Bay,NZ,-38.3667,178.3,53.13,89,100,11.3,overcast clouds
575,Maceio,BR,-9.6658,-35.7353,80.04,73,75,11.5,broken clouds
576,Laguna,US,38.421,-121.4238,88.14,32,0,6.91,clear sky
577,Bangolo,CI,7.0069,-7.475,78.76,89,66,2.46,light rain
578,Lamu,KE,-2.2717,40.902,77.22,85,70,14.38,broken clouds
579,Kedrovoye,RU,57.1576,60.5698,42.24,89,99,5.06,overcast clouds
580,Shebunino,RU,46.4339,141.8603,56.32,57,0,3.98,clear sky
581,Itarema,BR,-2.9248,-39.9167,86.5,53,8,18.45,clear sky
582,Trairi,BR,-3.2778,-39.2689,85.57,52,3,16.22,clear sky
583,Santa Cruz Cabralia,BR,-16.2781,-39.0247,77.23,57,75,12.66,broken clouds
584,Jiwani,PK,25.05,61.7417,81.99,81,0,13.29,clear sky
585,Panaba,MX,21.2833,-88.2667,82.29,76,100,10.33,overcast clouds
586,Yaransk,RU,57.3033,47.8861,45.45,67,100,7.31,overcast clouds
587,Moerai,PF,-22.4333,-151.3333,74.08,81,5,18.88,clear sky
588,Oktyabrskoye,RU,43.0645,44.7417,64.54,45,75,0.0,broken clouds
589,San Policarpo,PH,12.1791,125.5072,77.81,88,100,6.64,overcast clouds
590,Lakes Entrance,AU,-37.8811,147.981,46.17,90,100,5.88,overcast clouds
591,Murray Bridge,AU,-35.1167,139.2667,54.12,91,25,12.24,scattered clouds
592,Murgab,TM,37.4966,61.9714,82.27,32,0,4.61,clear sky
593,Passo Fundo,BR,-28.2628,-52.4067,80.85,57,100,11.5,haze
594,Kabakovo,RU,54.5369,56.1517,46.69,100,75,4.47,mist
595,Naifaru,MV,5.4444,73.3657,80.82,84,51,14.65,broken clouds
596,San Ramon,US,37.7799,-121.978,89.4,48,0,1.99,haze
597,Rio Grande,BR,-32.035,-52.0986,69.91,93,99,23.17,moderate rain
598,Gigmoto,PH,13.7796,124.39,79.38,87,100,4.99,overcast clouds
599,Manicore,BR,-5.8092,-61.3003,93.15,52,75,8.05,broken clouds
600,Baruun-Urt,MN,46.6806,113.2792,63.7,30,0,6.98,clear sky
601,Malakal,SS,9.5334,31.6605,75.74,84,56,4.41,light rain
602,Oparino,RU,59.8518,48.2783,41.18,94,100,7.18,overcast clouds
603,Taree,AU,-31.9,152.4667,51.12,100,40,2.3,scattered clouds
604,Carazinho,BR,-28.2839,-52.7864,81.84,68,72,15.97,broken clouds
605,Atar,MR,20.5169,-13.0499,105.06,19,21,11.9,few clouds
606,Saint-Georges,GD,12.0564,-61.7485,87.48,70,40,20.71,scattered clouds
607,Wuwei,CN,37.9281,102.6414,65.32,26,0,3.83,clear sky
608,Tekeli,KZ,44.83,78.8239,63.36,44,88,3.47,overcast clouds
609,Tuljapur,IN,18.0,76.0833,76.06,83,100,7.25,overcast clouds
610,San Quintin,MX,30.4833,-115.95,72.28,89,100,26.84,overcast clouds
611,Danville,US,36.586,-79.395,79.29,59,20,8.05,few clouds
612,San Bernardo,CL,-33.6,-70.7167,63.45,30,0,2.46,clear sky
613,Inhambane,MZ,-23.865,35.3833,67.14,78,0,8.25,clear sky
614,Kirakira,SB,-10.4544,161.9205,78.42,83,29,6.67,scattered clouds
615,Satrikh,IN,26.8667,81.2,86.07,67,99,6.67,overcast clouds
616,Miharu,JP,37.4333,140.4833,69.71,98,95,3.04,overcast clouds
617,Boffa,GN,10.1667,-14.0333,76.12,91,100,5.03,overcast clouds
618,Hearst,CA,49.6835,-83.6665,55.65,98,100,1.01,moderate rain
619,Traralgon,AU,-38.1833,146.5333,51.48,99,100,2.39,overcast clouds
620,Great Falls,US,47.5002,-111.3008,47.59,90,100,11.5,overcast clouds
621,Sakakah,SA,29.9697,40.2064,105.37,9,1,6.49,clear sky
622,Buala,SB,-8.145,159.5921,79.16,84,80,8.19,light rain
623,Axim,GH,4.8699,-2.2405,77.05,80,40,10.8,scattered clouds
624,Evanston,US,42.0411,-87.6901,81.81,50,0,5.99,clear sky
625,Almeirim,BR,-1.5233,-52.5817,94.57,39,22,7.2,few clouds
626,Coquimbo,CL,-29.9533,-71.3436,60.53,58,0,11.5,clear sky
627,Razole,IN,16.4833,81.8333,75.02,98,100,4.23,moderate rain
628,Lakota,CI,5.8528,-5.6883,76.84,85,85,4.68,light rain
629,Lar,IN,26.2039,83.9717,81.09,81,95,6.2,overcast clouds
630,Mawlaik,MM,23.6333,94.4167,76.24,98,52,0.81,broken clouds
631,Sumbe,AO,-11.2061,13.8437,72.37,84,33,6.58,scattered clouds
632,Cabra,ES,37.4725,-4.4421,91.22,25,63,7.65,broken clouds
633,Cockburn Town,TC,21.4612,-71.1419,83.68,68,0,5.48,clear sky
634,Kant,IN,27.8,79.8,88.03,55,97,6.06,overcast clouds
635,Hualmay,PE,-11.0964,-77.6139,65.7,67,25,11.01,scattered clouds
636,Lang Suan,TH,9.9456,99.0785,76.21,92,50,3.83,light rain
637,Kortkeros,RU,61.8106,51.5806,44.6,98,100,6.6,light rain
638,Myingyan,MM,21.4667,95.3833,80.96,80,100,7.38,moderate rain
639,Robertsport,LR,6.7533,-11.3686,79.45,77,83,9.31,broken clouds
640,Kobayashi,JP,31.9833,130.9833,69.82,92,26,2.13,scattered clouds
641,Yeniseysk,RU,58.4497,92.1703,44.15,89,100,4.97,overcast clouds
642,Oranjestad,AW,12.524,-70.027,85.95,79,40,21.85,scattered clouds
643,Skjervoy,NO,70.0311,20.9714,50.0,83,100,10.16,overcast clouds
644,Morondava,MG,-20.2833,44.2833,74.55,77,0,13.65,clear sky
645,Andapa,MG,-14.65,49.65,61.05,95,60,2.08,broken clouds
646,Korcula,HR,42.9622,17.1369,75.63,85,21,13.13,few clouds
647,Sechura,PE,-5.5569,-80.8222,74.55,57,65,9.4,broken clouds
648,Mayo,US,38.8876,-76.5119,82.96,60,0,8.99,clear sky
649,Aksay,RU,47.26,39.87,68.25,40,90,5.01,overcast clouds
650,Bukavu,CD,-2.5083,28.8608,68.25,67,97,1.05,overcast clouds
651,Manta,EC,-0.95,-80.7333,78.58,69,0,6.91,clear sky
652,Myszkow,PL,50.5752,19.3246,69.89,92,85,4.16,overcast clouds
653,Kasulu,TZ,-4.5767,30.1025,73.4,50,66,5.95,broken clouds
654,Tura,IN,25.5198,90.2201,75.87,91,83,3.58,broken clouds
655,Fare,PF,-16.7,-151.0167,77.31,77,1,22.62,light rain
656,Lakinsk,RU,56.0193,39.9485,47.32,55,100,3.71,overcast clouds
657,Agua Verde,MX,22.9,-106.05,84.27,72,90,7.67,overcast clouds
658,Asasa,ET,7.1,39.2,57.43,92,99,2.1,light rain
659,Ampanihy,MG,-24.7,44.75,69.51,59,0,10.18,clear sky
660,Gadwal,IN,16.2333,77.8,77.95,84,100,8.19,moderate rain
661,North Bend,US,43.4065,-124.2243,69.17,38,0,9.24,clear sky
662,Bellary,IN,15.15,76.9333,76.44,82,100,11.65,overcast clouds
663,Santa Maria,BR,-29.6842,-53.8069,69.1,88,100,9.22,overcast clouds
664,Tumkur,IN,13.3422,77.1017,70.29,90,100,9.84,overcast clouds
665,Manama,BH,26.2154,50.5832,95.34,62,0,8.05,clear sky
666,Espanola,US,35.9911,-106.0806,82.53,32,36,1.01,scattered clouds
667,Bac Lieu,VN,9.285,105.7244,78.85,84,94,7.58,overcast clouds
668,Marmora,IT,44.4583,7.094,72.07,51,7,4.68,clear sky
669,Karangampel,ID,-6.4622,108.4519,78.51,81,85,7.36,overcast clouds
670,Savelugu,GH,9.6244,-0.8253,77.5,89,100,3.27,light rain
671,Lima,PE,-12.0432,-77.0282,68.9,68,100,6.91,overcast clouds
672,Qaqortoq,GL,60.7167,-46.0333,49.78,62,59,4.85,broken clouds
673,Biak,ID,-0.9131,122.8766,75.27,82,70,6.13,broken clouds
674,Bakchar,RU,57.0186,82.0711,42.49,88,80,5.23,broken clouds
675,Banamba,ML,13.55,-7.45,85.44,64,89,7.18,overcast clouds
676,Mangrol,IN,21.1167,70.1167,82.8,87,94,7.07,overcast clouds
677,Novichikha,RU,52.204,81.3877,50.0,39,30,2.17,scattered clouds
678,Mnogovershinnyy,RU,53.9353,139.9242,46.92,60,53,8.3,broken clouds
679,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,94.66,14,4,7.25,clear sky
680,Amambai,BR,-23.1042,-55.2258,95.04,23,0,18.28,clear sky
681,Igunga,TZ,-4.2833,33.8833,81.05,33,81,11.59,broken clouds
682,Posyet,RU,42.6508,130.8046,62.22,78,0,5.28,clear sky
683,Bogorodskoye,RU,56.55,37.8833,41.63,71,49,3.56,scattered clouds
684,Sorland,NO,67.667,12.6934,50.97,74,100,9.84,overcast clouds
685,Nemuro,JP,43.3236,145.575,63.03,86,29,10.92,scattered clouds
686,Forssa,FI,60.8146,23.6215,51.67,61,16,5.32,few clouds
687,Waverly,US,42.7392,-84.6208,78.96,58,0,9.08,clear sky
688,Omaruru,NA,-21.4333,15.9333,82.78,9,0,13.33,clear sky
689,Araguacu,BR,-12.9306,-49.8264,98.8,15,0,5.68,clear sky
690,Shar,KZ,49.5886,81.0453,53.37,35,38,3.0,scattered clouds
691,Half Moon Bay,US,37.4636,-122.4286,84.81,70,0,8.05,mist
692,Rognan,NO,67.0953,15.3878,52.05,88,32,4.85,scattered clouds
693,Juneau,US,58.3019,-134.4197,54.21,98,99,5.06,light rain
694,Bluefields,NI,12.0137,-83.7635,84.18,77,91,1.45,overcast clouds
695,Cairns,AU,-16.9167,145.7667,73.06,92,75,1.14,broken clouds
696,Novopavlovka,RU,51.2172,109.2091,54.27,72,27,4.43,scattered clouds
697,Rio Cuarto,AR,-33.1307,-64.3499,62.33,19,0,13.58,clear sky
