City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
416,Soure,BR,84.92,clear sky,-0.7167,-48.5233,Casarão da Amazônia
418,Cayenne,GF,87.84,broken clouds,4.9333,-52.3333,Hôtel Le Dronmi
422,San Vicente,AR,84.61,scattered clouds,-26.6167,-54.1333,Complejo Turístico Farelluk
424,Rayong,TH,84.79,overcast clouds,12.8333,101.4333,Suan Palm Garden View Hotel
426,Nouadhibou,MR,80.58,scattered clouds,20.931,-17.0347,El Medina
427,Tamiahua,MX,82.0,overcast clouds,21.2667,-97.45,Mission Of The Sun Hotel
429,Padang,ID,77.13,overcast clouds,-0.9492,100.3543,Mercure Padang
432,Yarada,IN,80.92,thunderstorm,17.65,83.2667,Yarada Jungle Beach Resorts
435,Barranco,PA,86.92,overcast clouds,9.5167,-82.7,Casa doña Delfina Jiménez
436,Abha,SA,77.25,scattered clouds,18.2164,42.5053,Abha Hotel
437,Rio Hato,PA,85.14,scattered clouds,8.3833,-80.1667,Posada Acuarela Farallón (Panamá)
438,Wisconsin Rapids,US,79.29,clear sky,44.3836,-89.8174,Hotel Mead & Conference Center
439,Sahuaripa,MX,81.01,overcast clouds,29.05,-109.2333,Estatua de Sahuaripa
444,Rio Pardo De Minas,BR,87.01,clear sky,-15.6097,-42.5397,Hotel Oásis Cidade Alta
448,Ferreiras,PT,83.28,scattered clouds,37.1293,-8.2376,Hotel Vila Galé Cerro Alagoa
449,Ende,ID,75.76,scattered clouds,-8.8432,121.6623,Dwi Putra Hotel - Ende
451,Impfondo,CG,78.46,overcast clouds,1.6381,18.0667,Auberge La Place de Jules
453,Dicabisagan,PH,78.62,overcast clouds,17.0818,122.4157,Nancy Montanes Bernardo
456,Russell,US,79.88,broken clouds,32.3502,-85.1999,Macs
457,Faanui,PF,78.35,clear sky,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
460,Shiliguri,IN,79.7,broken clouds,26.7,88.4333,Classic Hotel and Lodge
463,Olmos,PE,77.9,overcast clouds,-5.9847,-79.7453,Hospedaje El Olmo
464,Komsomolskiy,UZ,75.92,clear sky,40.4272,71.7189,Ikathouse
466,Terrasini,IT,85.6,clear sky,38.146,13.0844,Florio Park Hotel
468,Madoc,CA,80.31,clear sky,44.5084,-77.4745,Quality RV Services & Campground
475,Guerrero Negro,MX,76.12,overcast clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
482,Elizabeth City,US,82.42,scattered clouds,36.2946,-76.2511,Hampton Inn Elizabeth City
484,Vila Velha,BR,82.35,clear sky,-20.3297,-40.2925,Hotel Vitória Palace
487,Rodrigues Alves,BR,89.8,few clouds,-7.738,-72.6509,Pousada Aconchego
488,Naze,JP,79.72,broken clouds,28.3667,129.4833,Shishime Hotel
489,Hami,CN,83.1,clear sky,42.8,93.45,Laoyutang Resort
498,San Jose De Guanipa,VE,88.56,broken clouds,8.8872,-64.1651,Hotel Kariña Guanipa
499,Los Llanos De Aridane,ES,76.75,few clouds,28.6585,-17.9182,Valle Aridane
500,Salalah,OM,77.18,overcast clouds,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
501,Puerto Colombia,CO,87.89,broken clouds,10.9878,-74.9547,Hotel El Emigrante
510,Nadbai,IN,89.26,broken clouds,27.2333,77.2,Rambharosi Meena
511,Matara,LK,77.52,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
514,Darab,IR,89.76,clear sky,28.7519,54.5444,Naghshe shapoor Hotel
524,Dwarka,IN,82.31,overcast clouds,22.2394,68.9678,Hotel Narayan Avezika Comfort
525,Porto Novo,BJ,80.42,broken clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
526,Hobyo,SO,76.39,overcast clouds,5.3505,48.5268,Halane Hotel and Restaurent
531,Puerto Del Rosario,ES,78.55,few clouds,28.5004,-13.8627,Hotel JM Puerto del Rosario
534,Liberal,US,81.64,clear sky,37.0431,-100.921,Hampton Inn & Suites Liberal
535,Keratea,GR,82.58,clear sky,37.8073,23.9769,Keratea Luxury Villa -Athens Airport
537,Mersing,MY,76.91,light rain,2.4312,103.8405,Timotel Hotel
538,Algiers,DZ,84.02,clear sky,36.7525,3.042,Sofitel Algiers Hamma Garden
540,Banda Aceh,ID,78.44,broken clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
541,Meulaboh,ID,76.14,scattered clouds,4.1363,96.1285,Kost Pria
542,Prescott,US,75.67,overcast clouds,34.54,-112.4685,Prescott Resort & Conference Center
544,Athens,GR,84.27,clear sky,37.9795,23.7162,Safestay Athens
550,Coro,VE,90.0,overcast clouds,11.4045,-69.6734,Federal
553,Milazzo,IT,86.58,clear sky,38.2212,15.2383,Albergo Esperia
556,Kilinochchi,LK,79.84,broken clouds,9.3961,80.3982,Solaivanam Guest House
557,Bam,IR,87.66,clear sky,29.106,58.357,Bam Tourist Hotel
558,Samarai,PG,80.1,scattered clouds,-10.6167,150.6667,Nuli Sapi
564,Tateyama,JP,76.1,overcast clouds,34.9833,139.8667,Tateyama Seaside Hotel
566,Sarangani,PH,82.56,overcast clouds,5.4033,125.4636,JVL Inn and Cafeteria
572,Mogadishu,SO,76.51,overcast clouds,2.0371,45.3438,Hotel Juba
575,Maceio,BR,80.04,broken clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
576,Laguna,US,88.14,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
577,Bangolo,CI,78.76,light rain,7.0069,-7.475,Hôtel Boya Bangolo
578,Lamu,KE,77.22,broken clouds,-2.2717,40.902,Lamu House
581,Itarema,BR,86.5,clear sky,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
582,Trairi,BR,85.57,clear sky,-3.2778,-39.2689,janelas do mar
583,Santa Cruz Cabralia,BR,77.23,broken clouds,-16.2781,-39.0247,Puerto Princesa Inn
585,Panaba,MX,82.29,overcast clouds,21.2833,-88.2667,Hotel Don Fernando
589,San Policarpo,PH,77.81,overcast clouds,12.1791,125.5072,Agapita M. Nicart
592,Murgab,TM,82.27,clear sky,37.4966,61.9714,Wepa Nurlyýew
593,Passo Fundo,BR,80.85,haze,-28.2628,-52.4067,Maitá Palace Hotel
595,Naifaru,MV,80.82,broken clouds,5.4444,73.3657,Naifaru Residence Guest House
596,San Ramon,US,89.4,haze,37.7799,-121.978,San Ramon Marriott
598,Gigmoto,PH,79.38,overcast clouds,13.7796,124.39,Cj's Travellers Inn
601,Malakal,SS,75.74,light rain,9.5334,31.6605,Nile Palace Hotel
604,Carazinho,BR,81.84,broken clouds,-28.2839,-52.7864,San Remo Hotel
606,Saint-Georges,GD,87.48,scattered clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
609,Tuljapur,IN,76.06,overcast clouds,18.0,76.0833,Hotel Son of Sun
611,Danville,US,79.29,few clouds,36.586,-79.395,"Holiday Inn Express Danville, an IHG Hotel"
614,Kirakira,SB,78.42,scattered clouds,-10.4544,161.9205,SanBiz Lodge
615,Satrikh,IN,86.07,overcast clouds,26.8667,81.2,TRC HOSTEL
617,Boffa,GN,76.12,overcast clouds,10.1667,-14.0333,Hôtel Niara Belly
622,Buala,SB,79.16,light rain,-8.145,159.5921,Maringe Lagoon Lodge
623,Axim,GH,77.05,scattered clouds,4.8699,-2.2405,Axim Beach Resort And Spa
624,Evanston,US,81.81,clear sky,42.0411,-87.6901,Hilton Garden Inn Chicago North Shore/Evanston
627,Razole,IN,75.02,moderate rain,16.4833,81.8333,Sterling Palavelli Godavari
628,Lakota,CI,76.84,light rain,5.8528,-5.6883,Aziz bah divers
629,Lar,IN,81.09,overcast clouds,26.2039,83.9717,Ovaiskarni ward Lar
630,Mawlaik,MM,76.24,broken clouds,23.6333,94.4167,AKZ Guest House
633,Cockburn Town,TC,83.68,clear sky,21.4612,-71.1419,Osprey Beach Hotel
634,Kant,IN,88.03,overcast clouds,27.8,79.8,Sumit Verma
636,Lang Suan,TH,76.21,light rain,9.9456,99.0785,Langsuan Resort
638,Myingyan,MM,80.96,moderate rain,21.4667,95.3833,Yamethin
639,Robertsport,LR,79.45,broken clouds,6.7533,-11.3686,Kwepunha Retreat
642,Oranjestad,AW,85.95,scattered clouds,12.524,-70.027,Divi Village Golf & Beach Resort
646,Korcula,HR,75.63,few clouds,42.9622,17.1369,Marko Polo Hotel by Aminess
648,Mayo,US,82.96,clear sky,38.8876,-76.5119,Resorts Resource Group International
651,Manta,EC,78.58,clear sky,-0.95,-80.7333,Balandra Hotel
654,Tura,IN,75.87,broken clouds,25.5198,90.2201,Hotel RIKMAN Continental
655,Fare,PF,77.31,light rain,-16.7,-151.0167,Maitai Lapita Village Huahine
660,Gadwal,IN,77.95,moderate rain,16.2333,77.8,MS RESIDENCY
662,Bellary,IN,76.44,overcast clouds,15.15,76.9333,Hotel Pawan
666,Espanola,US,82.53,scattered clouds,35.9911,-106.0806,Santa Claran Hotel Casino
667,Bac Lieu,VN,78.85,overcast clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
669,Karangampel,ID,78.51,overcast clouds,-6.4622,108.4519,ROOFTOP WAG ALL
670,Savelugu,GH,77.5,light rain,9.6244,-0.8253,Yoo Naa's Palace
673,Biak,ID,75.27,broken clouds,-0.9131,122.8766,Penginapan Kim
675,Banamba,ML,85.44,overcast clouds,13.55,-7.45,Kassela de Banamba
676,Mangrol,IN,82.8,overcast clouds,21.1167,70.1167,Hotel The Royal Honours
681,Igunga,TZ,81.05,broken clouds,-4.2833,33.8833,Serena Lodge
687,Waverly,US,78.96,clear sky,42.7392,-84.6208,"Crowne Plaza Lansing West, an IHG Hotel"
691,Half Moon Bay,US,84.81,mist,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
694,Bluefields,NI,84.18,overcast clouds,12.0137,-83.7635,Nicaraguan Typical House Downtown
700,Tete,MZ,79.92,clear sky,-16.1564,33.5867,Zambeze Paraíso Misterioso
